simp	trad	hsk	pinyin	pinyin_tonemarks	pinyin_blocks	pinyin_tones	eng
策划	策劃	6	ce4hua4	cèhuà	ce,hua	4,4	plot; scheme; bring about
弥补	彌補	6	mi2bu3	míbǔ	mi,bu	2,3	make up for a deficiency; remedy; offset
党	黨	6	dang3	dǎng	dang	3	party; club; association
来源	來源	6	lai2yuan2	láiyuán	lai,yuan	2,2	source; originate
判决	判決	6	pan4jue2	pànjué	pan,jue	4,2	judgment (by a court of law); adjudicate
陷阱	陷阱	6	xian4jing3	xiànjǐng	xian,jing	4,3	trap; snare
公正	公正	6	gong1zheng4	gōngzhèng	gong,zheng	1,4	just; fair
依靠	依靠	6	yi1kao4	yīkào	yi,kao	1,4	rely on; depend on
委托	委托	6	wei3tuo1	wěituō	wei,tuo	3,1	to entrust; to trust; to ensign; to commission
犬	犬	6	quan3	quǎn	quan	3	dog (Kangxi radical 94)
冲突	沖突	6	chong1tu1	chōngtū	chong,tu	1,1	conflict; clash
指示	指示	6	zhi3shi4	zhǐshì	zhi,shi	3,4	indicate; instruct; instructions
化妆	化妝	6	hua4 zhuang1	huà zhuāng	hua,zhuang	4,1	put on make-up
端	端	6	duan1	duān	duan	1	end; beginning; extremity; carry holding something from the sides
卑鄙	卑鄙	6	bei1bi3	bēibǐ	bei,bi	1,3	base; mean; despicable; contemptible; unprincipled
人士	人士	6	ren2shi4	rénshì	ren,shi	2,4	person; public figure
脆弱	脆弱	6	cui4ruo4	cuìruò	cui,ruo	4,4	weak; fragile; flimsy; frail
侵犯	侵犯	6	qin1fan4	qīnfàn	qin,fan	1,4	encroach on; infringe on; violation
器官	器官	6	qi4guan1	qìguān	qi,guan	4,1	organ; apparatus
考验	考驗	6	kao3yan4	kǎoyàn	kao,yan	3,4	put to the test; trial
崇拜	崇拜	6	chong2bai4	chóngbài	chong,bai	2,4	worship; adore
魔术	魔術	6	mo2shu4	móshù	mo,shu	2,4	magic
欲望	欲望	6	yu4wang4	yùwàng	yu,wang	4,4	desire; lust
实力	實力	6	shi2li4	shílì	shi,li	2,4	strength
赌博	賭博	6	du3bo2	dǔbó	du,bo	3,2	to gamble
处境	處境	6	chu3jing4	chǔjìng	chu,jing	3,4	plight; unfavorable situation
继承	繼承	6	ji4cheng2	jìchéng	ji,cheng	4,2	inherit; carry on; succeed
晃	晃	6	huang4	huàng	huang	4	to sway; to shake
晃	晃	6	huang3	huǎng	huang	3	to dazzle; to flash past
雇佣	雇佣	6	gu4yong1	gùyōng	gu,yong	4,1	employ; hire
隔离	隔離	6	ge2li2	gélí	ge,li	2,2	insulate; separate; isolate
企图	企圖	6	qi3tu2	qǐtú	qi,tu	3,2	(to ) attempt; try; attempt
无能为力	無能為力	6	wu2 neng2 wei2 li4	wú néng wéi lì	wu,neng,wei,li	2,2,2,4	incapable of action; powerless; impotent
领袖	領袖	6	ling3xiu4	lǐngxiù	ling,xiu	3,4	leader
挣扎	掙扎	6	zheng1zha2	zhēngzhá	zheng,zha	1,2	to struggle
丁	丁	6	ding1	dīng	ding	1	male adult; robust; cubes (of food); T-shaped (4th Heavenly Stem)
骚扰	騷擾	6	sao1rao3	sāorǎo	sao,rao	1,3	harass; disturb; molest; cause a commotion
难堪	難堪	6	nan2kan1	nánkān	nan,kan	2,1	hard to take; endure; embarrassed
许可	許可	6	xu3ke3	xǔkě	xu,ke	3,3	allow; permit; permission
汇报	匯報	6	hui4bao4	huìbào	hui,bao	4,4	report; give an account of; to collect information and report back
过度	過度	6	guo4du4	guòdù	guo,du	4,4	excessive; exceeding; lavishly
肺	肺	6	fei4	fèi	fei	4	lung
提示	提示	6	ti2shi4	tíshì	ti,shi	2,4	to prompt; to present; to point out; to draw attention to sth; hint; brief; cue
包围	包圍	6	bao1wei2	bāowéi	bao,wei	1,2	surround; encircle; hem in
混合	混合	6	hun4he2	hùnhé	hun,he	4,2	to mix; to blend
明智	明智	6	ming2zhi4	míngzhì	ming,zhi	2,4	wise
武装	武裝	6	wu3zhuang1	wǔzhuāng	wu,zhuang	3,1	arms; equipment; to arm
透露	透露	6	tou4lu4	tòulù	tou,lu	4,4	divulge; to reveal; leak out
斗争	斗爭	6	dou4zheng1	dòuzhēng	dou,zheng	4,1	to struggle; to fight for; to battle
指甲	指甲	6	zhi3jia5	zhǐjia	zhi,jia	3,5	fingernail
选举	選舉	6	xuan3ju3	xuǎnjǔ	xuan,ju	3,3	elect; election
足以	足以	6	zu2yi3	zúyǐ	zu,yi	2,3	sufficient to ...; so much so that; sufficiently
隐私	隱私	6	yin3si1	yǐnsī	yin,si	3,1	privacy; personal secret
口音	口音	6	kou3yin1	kǒuyīn	kou,yin	3,1	accent
旋转	旋轉	6	xuan2zhuan3	xuánzhuǎn	xuan,zhuan	2,3	to whirl; to spin; rotate
穿越	穿越	6	chuan1yue4	chuānyuè	chuan,yue	1,4	pass through; cut across
回顾	回顧	6	hui2gu4	huígù	hui,gu	2,4	look back; to review
扁	扁	6	bian3; pian1	biǎn; piān	bian,; pian	3,1	flat
欢乐	歡樂	6	huan1le4	huānlè	huan,le	1,4	gaiety; glee; delighted
环节	環節	6	huan2jie2	huánjié	huan,jie	2,2	link; sector; segment (of annelid worms)
抚养	撫養	6	fu3yang3	fǔyǎng	fu,yang	3,3	foster; bring up; raise
残酷	殘酷	6	can2ku4	cánkù	can,ku	2,4	cruel
使命	使命	6	shi3ming4	shǐmìng	shi,ming	3,4	a (diplomatic or other) mission
酒精	酒精	6	jiu3jing1	jiǔjīng	jiu,jing	3,1	alcohol; ethanol
场合	場合	6	chang3he2	chǎnghé	chang,he	3,2	occasion; situation
模型	模型	6	mo2xing2	móxíng	mo,xing	2,2	model; mould; matrix; pattern
通讯	通訊	6	tong1xun4	tōngxùn	tong,xun	1,4	communication; correspondence; news dispatch
评估	評估	6	ping2gu1	pínggū	ping,gu	2,1	evaluate
解除	解除	6	jie3chu2	jiěchú	jie,chu	3,2	remove; relieve (someone of their duties); sack; get rid of
给予	給予	6	ji3yu3	jǐyǔ	ji,yu	3,3	to give
典型	典型	6	dian3xing2	diǎnxíng	dian,xing	3,2	typical case; model
伪造	偽造	6	wei3zao4	wěizào	wei,zao	3,4	forge; to fake; to counterfeit
掩盖	掩蓋	6	yan3gai4	yǎngài	yan,gai	3,4	conceal; cover up; hide behind
团结	團結	6	tuan2jie2	tuánjié	tuan,jie	2,2	unite; hold a rally; join forces
趴	趴	6	pa1	pā	pa	1	lie on one's stomach
翘	翹	6	qiao2	qiáo	qiao	2	to raise; to become warped
翘	翹	6	qiao4	qiào	qiao	4	stick up; bend upwards
诱惑	誘惑	6	you4huo4	yòuhuò	you,huo	4,4	tempt; temptation; entice; lure; attract
火箭	火箭	6	huo3jian4	huǒjiàn	huo,jian	3,4	rocket
负担	負擔	6	fu4dan1	fùdān	fu,dan	4,1	to (bear a) burden; carry; a load
轮胎	輪胎	6	lun2tai1	lúntāi	lun,tai	2,1	tire (of a wheel)
团体	團體	6	tuan2ti3	tuántǐ	tuan,ti	2,3	group; organization; team
倾向	傾向	6	qing1xiang4	qīngxiàng	qing,xiang	1,4	trend; tendency; inclination
遭遇	遭遇	6	zao1yu4	zāoyù	zao,yu	1,4	befall; suffer; encounter
统治	統治	6	tong3zhi4	tǒngzhì	tong,zhi	3,4	to rule (a country); govern; governance
嘴唇	嘴唇	6	zui3chun2	zuǐchún	zui,chun	3,2	lip
边缘	邊緣	6	bian1yuan2	biānyuán	bian,yuan	1,2	edge; fringe; verge; brink
复活	復活	6	fu4huo2	fùhuó	fu,huo	4,2	resurrection
双胞胎	雙胞胎	6	shuang1bao1tai1	shuāngbāotāi	shuang,bao,tai	1,1,1	twins
居民	居民	6	ju1min2	jūmín	ju,min	1,2	resident; inhabitant
蜡烛	蠟燭	6	la4zhu2	làzhú	la,zhu	4,2	candle
立场	立場	6	li4chang3	lìchǎng	li,chang	4,3	position; standpoint
意志	意志	6	yi4zhi4	yìzhì	yi,zhi	4,4	will; willpower; determination
情形	情形	6	qing2xing5	qíngxing	qing,xing	2,5	circumstances; situation
仁慈	仁慈	6	ren2ci2	réncí	ren,ci	2,2	benevolent; kindhearted; charitable
隧道	隧道	6	sui4dao4	suìdào	sui,dao	4,4	tunnel
无比	無比	6	wu2bi3	wúbǐ	wu,bi	2,3	matchless; incomparable
导弹	導彈	6	dao3dan4	dǎodàn	dao,dan	3,4	guided missile; cruise missile
一向	一向	6	yi2xiang4	yíxiàng	yi,xiang	2,4	all along; the whole time; constantly; always
突破	突破	6	tu1po4	tūpò	tu,po	1,4	break through; breakthrough
本事	本事	6	ben3shi5	běnshi	ben,shi	3,5	ability; skill; capability; (-shì: this matter; literary source)
指令	指令	6	zhi3ling4	zhǐlìng	zhi,ling	3,4	order; command; instruction
石油	石油	6	shi2you2	shíyóu	shi,you	2,2	oil; petroleum
撤退	撤退	6	che4tui4	chètuì	che,tui	4,4	retreat
悲惨	悲慘	6	bei1can3	bēicǎn	bei,can	1,3	miserable; tragic
模式	模式	6	mo2shi4	móshì	mo,shi	2,4	model; pattern; method
风暴	風暴	6	feng1bao4	fēngbào	feng,bao	1,4	storm; violent commotion
忽略	忽略	6	hu1lve4	hūlüè	hu,lüe	1,4	ignore; forget about; neglect
外表	外表	6	wai4biao3	wàibiǎo	wai,biao	4,3	outward appearance; external; outside
额外	額外	6	e2wai4	éwài	e,wai	2,4	extra; added; additional
干扰	干擾	6	gan1rao3	gānrǎo	gan,rao	1,3	interfere; obstruction
防守	防守	6	fang2shou3	fángshǒu	fang,shou	2,3	to defend; protect; to guard
牵	牽	6	qian1	qiān	qian	1	to lead along; to pull (an animal on a tether)
欺负	欺負	6	qi1fu5	qīfu	qi,fu	1,5	to bully; intimidate
挽救	挽救	6	wan3jiu4	wǎnjiù	wan,jiu	3,4	to rescue; retrieve; to remedy
酗酒	酗酒	6	xu4jiu3	xùjiǔ	xu,jiu	4,3	heavy drinking; drink to excess; binge drink
脱离	脫離	6	tuo1li2	tuōlí	tuo,li	1,2	to separate oneself from; to break away from; be divorced from; diastasis (medicine); abscission; abjunction (botany)
节奏	節奏	6	jie2zou4	jiézòu	jie,zou	2,4	rhythm; cadence; tempo
枕头	枕頭	6	zhen3tou5	zhěntou	zhen,tou	3,5	pillow
拼命	拼命	6	pin1 ming4	pīn mìng	pin,ming	1,4	risk one's life; desperately; with all one's might
操作	操作	6	cao1zuo4	cāozuò	cao,zuo	1,4	operate; manipulate
情节	情節	6	qing2jie2	qíngjié	qing,jie	2,2	plot; circumstances
屏幕	屏幕	6	ping2mu4	píngmù	ping,mu	2,4	screen (TV, etc.)
简体字	簡體字	6	jian3ti3zi4	jiǎntǐzì	jian,ti,zi	3,3,4	simplified Chinese characters
吊	吊	6	diao4	diào	diao	4	hang; suspend
过于	過於	6	guo4yu2	guòyú	guo,yu	4,2	too much; excessively
呵	呵	6	he1	hē	he	1	breathe out; scold
井	井	6	jing3	jǐng	jing	3	a well
访问	訪問	6	fang3wen4	fǎngwèn	fang,wen	3,4	to visit; call on; to interview
细胞	細胞	6	xi4bao1	xìbāo	xi,bao	4,1	cell (biology)
慷慨	慷慨	6	kang1kai3	kāngkǎi	kang,kai	1,3	vehement; fervent; generous
潜力	潛力	6	qian2li4	qiánlì	qian,li	2,4	potential; capacity
举动	舉動	6	ju3dong4	jǔdòng	ju,dong	3,4	action; act; (make) a move; movement
鸽子	鴿子	6	ge1zi5	gēzi	ge,zi	1,5	dove; pigeon
抗议	抗議	6	kang4yi4	kàngyì	kang,yi	4,4	to protest; protest
周年	周年	6	zhou1nian2	zhōunián	zhou,nian	1,2	anniversary; annual
财富	財富	6	cai2fu4	cáifù	cai,fu	2,4	wealth; riches; fortune
政策	政策	6	zheng4ce4	zhèngcè	zheng,ce	4,4	policy
指责	指責	6	zhi3ze2	zhǐzé	zhi,ze	3,2	to censure; criticize; find fault with
哭泣	哭泣	6	ku1qi4	kūqì	ku,qi	1,4	weep; cry; sob
良心	良心	6	liang2xin1	liángxīn	liang,xin	2,1	conscience
侄子	侄子	6	zhi2zi5	zhízi	zhi,zi	2,5	nephew; brother's son or daughter
容忍	容忍	6	rong2ren3	róngrěn	rong,ren	2,3	put up with; tolerate; condone
渣	渣	6	zha1	zhā	zha	1	dregs; slag
清除	清除	6	qing1chu2	qīngchú	qing,chu	1,2	eliminate; get rid of
尊严	尊嚴	6	zun1yan2	zūnyán	zun,yan	1,2	dignity; sanctity; honor
收音机	收音機	6	shou1yin1ji1	shōuyīnjī	shou,yin,ji	1,1,1	radio
伴侣	伴侶	6	ban4lv3	bànlǚ	ban,lü	4,3	companion; partner; mate
遭受	遭受	6	zao1shou4	zāoshòu	zao,shou	1,4	suffer; suffering; be subjected to (something unfortunate)
肿瘤	腫瘤	6	zhong3liu2	zhǒngliú	zhong,liu	3,2	tumor; neoplasm
预算	預算	6	yu4suan4	yùsuàn	yu,suan	4,4	budget
气味	氣味	6	qi4wei4	qìwèi	qi,wei	4,4	odor; scent
发布	發布	6	fa1bu4	fābù	fa,bu	1,4	issue; announce; release
患者	患者	6	huan4zhe3	huànzhě	huan,zhe	4,3	sufferer; patient; the sick
滋味	滋味	6	zi1wei4	zīwèi	zi,wei	1,4	taste; flavor; the way one feels
手法	手法	6	shou3fa3	shǒufǎ	shou,fa	3,3	technique; trick; skill; tact
涉及	涉及	6	she4ji2	shèjí	she,ji	4,2	involve; relate to; to touch upon (a topic)
征服	征服	6	zheng1fu2	zhēngfú	zheng,fu	1,2	conquer; subdue
作弊	作弊	6	zuo4bi4	zuòbì	zuo,bi	4,4	practice fraud; cheat
报仇	報仇	6	bao4chou2	bàochóu	bao,chou	4,2	retaliate; to revenge; avenge
浑身	渾身	6	hun2shen1	húnshēn	hun,shen	2,1	entire body; from head to foot
收藏	收藏	6	shou1cang2	shōucáng	shou,cang	1,2	collect; keep
布置	布置	6	bu4zhi4	bùzhì	bu,zhi	4,4	arrange; decorate; decoration
泄露	泄露	6	xie4lou4	xièlòu	xie,lou	4,4	leak (information); divulge
着迷	著迷	6	zhao2mi2	zháomí	zhao,mi	2,2	to be fascinated
典礼	典禮	6	dian3li3	diǎnlǐ	dian,li	3,3	celebration; ceremony
皆	皆	6	jie1	jiē	jie	1	all; each and every; in all cases
抵抗	抵抗	6	di3kang4	dǐkàng	di,kang	3,4	resist; resistance
战术	戰術	6	zhan4shu4	zhànshù	zhan,shu	4,4	(military) tactics
操纵	操縱	6	cao1zong4	cāozòng	cao,zong	1,4	operate; control; manipulation
局面	局面	6	ju2mian4	júmiàn	ju,mian	2,4	aspect; situation
设置	設置	6	she4zhi4	shèzhì	she,zhi	4,4	set up; install; to fit
奇妙	奇妙	6	qi2miao4	qímiào	qi,miao	2,4	wonderful; fantastic
消除	消除	6	xiao1chu2	xiāochú	xiao,chu	1,2	eliminate; remove; clear up (abstract things）
代理	代理	6	dai4li3	dàilǐ	dai,li	4,3	acting (temporarily filling a position); agent
防止	防止	6	fang2zhi3	fángzhǐ	fang,zhi	2,3	prevent; protect; guard against; avoid
纯粹	純粹	6	chun2cui4	chúncuì	chun,cui	2,4	purely; pure
场面	場面	6	chang3mian4	chǎngmiàn	chang,mian	3,4	scene; occasion
窝	窩	6	wo1	wō	wo	1	nest; den
幢	幢	6	zhuang4	zhuàng	zhuang	4	(mw for houses, buildings); tent
幢	幢	6	chuang2	chuáng	chuang	2	ancient pennant/streamer; Buddhist stone pillar
超越	超越	6	chao1yue4	chāoyuè	chao,yue	1,4	surpass; exceed; transcend
明明	明明	6	ming2ming2	míngmíng	ming,ming	2,2	obviously; plainly; undoubtedly
原始	原始	6	yuan2shi3	yuánshǐ	yuan,shi	2,3	first; original; primitive
不惜	不惜	6	bu4xi1	bùxī	bu,xi	4,1	to not hesitate; not spare
祖父	祖父	6	zu3fu4	zǔfù	zu,fu	3,4	paternal grandfather
永恒	永恆	6	yong3heng2	yǒnghéng	yong,heng	3,2	eternal; everlasting
弱点	弱點	6	ruo4dian3	ruòdiǎn	ruo,dian	4,3	weak point; failing
投诉	投訴	6	tou2su4	tóusù	tou,su	2,4	make a complaint; appeal to a court
高潮	高潮	6	gao1chao2	gāocháo	gao,chao	1,2	high tide; upsurge; climax; chorus (of a song)
拽	拽	6	zhuai4; ye4	zhuài; yè	zhuai,; ye	4,4	drag; haul
拽	拽	6	zhuai3	zhuǎi	zhuai	3	drag
拽	拽	6	zhuai1	zhuāi	zhuai	1	to throw; to fling
火焰	火焰	6	huo3yan4	huǒyàn	huo,yan	3,4	blaze; flame
服从	服從	6	fu2cong2	fúcóng	fu,cong	2,2	to obey; to comply
信念	信念	6	xin4nian4	xìnniàn	xin,nian	4,4	faith; belief; conviction
贿赂	賄賂	6	hui4lu4	huìlù	hui,lu	4,4	to bribe
签署	簽署	6	qian1shu3	qiānshǔ	qian,shu	1,3	sign (an agreement)
故障	故障	6	gu4zhang4	gùzhàng	gu,zhang	4,4	malfunction; breakdown
舱	艙	6	cang1	cāng	cang	1	cabin; hold (of a ship or airplane)
打仗	打仗	6	da3zhang4	dǎzhàng	da,zhang	3,4	fight; go to war; fight a battle
创作	創作	6	chuang4zuo4	chuàngzuò	chuang,zuo	4,4	create; to produce; creative work
分散	分散	6	fen1san4	fēnsàn	fen,san	1,4	to scatter; disperse; distribute
咋	咋	6	za3	zǎ	za	3	how/why (contraction of 怎么)
咋	咋	6	zha1; zha4	zhā; zhà	zha,; zha	1,4	to bite down
降临	降臨	6	jiang4lin2	jiànglín	jiang,lin	4,2	befall; descend； arrive； come
棕色	棕色	6	zong1se4	zōngsè	zong,se	1,4	brown (the color)
推测	推測	6	tui1ce4	tuīcè	tui,ce	1,4	speculate; conjecture; surmise
官方	官方	6	guan1fang1	guānfāng	guan,fang	1,1	official; (by the) government
坟墓	墳墓	6	fen2mu4	fénmù	fen,mu	2,4	tomb; sepulcher
曲子	曲子	6	qu3zi5	qǔzi	qu,zi	3,5	folk tune; music; melody
实施	實施	6	shi2shi1	shíshī	shi,shi	2,1	to implement; put into effect; carry out
贵族	貴族	6	gui4zu2	guìzú	gui,zu	4,2	lord; nobility; nobleman; noblewoman
陈述	陳述	6	chen2shu4	chénshù	chen,shu	2,4	allegation; assertation; to declare; to state
敞开	敞開	6	chang3kai1	chǎngkāi	chang,kai	3,1	open wide
边境	邊境	6	bian1jing4	biānjìng	bian,jing	1,4	border, frontier
掩饰	掩飾	6	yan3shi4	yǎnshì	yan,shi	3,4	conceal a fault; gloss over
维护	維護	6	wei2hu4	wéihù	wei,hu	2,4	defend; to safeguard; defense; maintain
终点	終點	6	zhong1dian3	zhōngdiǎn	zhong,dian	1,3	the end; end point; destination; finish line (in a race)
野蛮	野蠻	6	ye3man2	yěmán	ye,man	3,2	barbarous; uncivilized; cruel; wild
厌恶	厭惡	6	yan4wu4	yànwù	yan,wu	4,4	loathe; to hate; detest
责怪	責怪	6	ze2guai4	zéguài	ze,guai	2,4	blame; rebuke
漫长	漫長	6	man4chang2	màncháng	man,chang	4,2	very long; endless
赞助	贊助	6	zan4zhu4	zànzhù	zan,zhu	4,4	support; sponsor
预料	預料	6	yu4liao4	yùliào	yu,liao	4,4	anticipate; to forecast; expectation
正当	正當	6	zheng4 dang1	zhèng dāng	zheng,dang	4,1	timely; just when, (dàng) proper
堕落	墮落	6	duo4luo4	duòluò	duo,luo	4,4	morally degenerate; become depraved
合并	合並	6	he2bing4	hébìng	he,bing	2,4	merge; annex
丢人	丟人	6	diu1 ren2	diū rén	diu,ren	1,2	lose face; be disgraced
极端	極端	6	ji2duan1	jíduān	ji,duan	2,1	extreme
年度	年度	6	nian2du4	niándù	nian,du	2,4	year (e.g. school year, fiscal year, etc.); annual
机械	機械	6	ji1xie4	jīxiè	ji,xie	1,4	machine; mechanical
拘留	拘留	6	ju1liu2	jūliú	ju,liu	1,2	detain (a prison); keep (someone) in custody
刹车	剎車	6	sha1 che1	shā chē	sha,che	1,1	brake (when driving); stop; switch off
裁判	裁判	6	cai2pan4	cáipàn	cai,pan	2,4	judge; to referee; judgment
巡逻	巡邏	6	xun2luo2	xúnluó	xun,luo	2,2	to patrol (police, army or navy)
噪音	噪音	6	zao4yin1	zàoyīn	zao,yin	4,1	uproar; rumble; noise; static
分裂	分裂	6	fen1lie4	fēnliè	fen,lie	1,4	split up; to divide; separate
定义	定義	6	ding4yi4	dìngyì	ding,yi	4,4	definition
呕吐	嘔吐	6	ou3tu4	ǒutù	ou,tu	3,4	to vomit; retch; nausea
羞耻	羞恥	6	xiu1chi3	xiūchǐ	xiu,chi	1,3	(a feeling of) shame
清洁	清潔	6	qing1jie2	qīngjié	qing,jie	1,2	clean; unpolluted; purity
恐吓	恐嚇	6	kong3he4	kǒnghè	kong,he	3,4	to threaten
轨道	軌道	6	gui3dao4	guǐdào	gui,dao	3,4	orbit; railway; trajectory
视线	視線	6	shi4xian4	shìxiàn	shi,xian	4,4	line of sight; view line
帐篷	帳篷	6	zhang4peng5	zhàngpeng	zhang,peng	4,5	tent
串	串	6	chuan4	chuàn	chuan	4	string together; conspire; gang up; mix up; bunch
遗传	遺傳	6	yi2chuan2	yíchuán	yi,chuan	2,2	inherit; hereditary
血压	血壓	6	xue4ya1	xuèyā	xue,ya	4,1	blood pressure
氧气	氧氣	6	yang3qi4	yǎngqì	yang,qi	3,4	oxygen
十足	十足	6	shi2zu2	shízú	shi,zu	2,2	full of; complete; 100 percent
携带	攜帶	6	xie2dai4	xiédài	xie,dai	2,4	take with; portable
检验	檢驗	6	jian3yan4	jiǎnyàn	jian,yan	3,4	inspect; examine; to test
守护	守護	6	shou3hu4	shǒuhù	shou,hu	3,4	guard; defend; protect
鉴于	鑒於	6	jian4yu2	jiànyú	jian,yu	4,2	in light of; in view of; seeing that
误解	誤解	6	wu4jie3	wùjiě	wu,jie	4,3	misunderstand; misread
震撼	震撼	6	zhen4han4	zhènhàn	zhen,han	4,4	to shake
例外	例外	6	li4wai4	lìwài	li,wai	4,4	(make an) exception
跳跃	跳躍	6	tiao4yue4	tiàoyuè	tiao,yue	4,4	jump; leap; bound; skip
民主	民主	6	min2zhu3	mínzhǔ	min,zhu	2,3	democracy
掐	掐	6	qia1	qiā	qia	1	pick (flowers); pinch; clutch
打包	打包	6	da3bao1	dǎbāo	da,bao	3,1	get a doggy bag (at a restaurant); pack up
地步	地步	6	di4bu4	dìbù	di,bu	4,4	condition; plight; extent
保卫	保衛	6	bao3wei4	bǎowèi	bao,wei	3,4	defend; to safeguard
防御	防御	6	fang2yu4	fángyù	fang,yu	2,4	defense; resist; to guard
撤销	撤銷	6	che4xiao1	chèxiāo	che,xiao	4,1	repeal
妄想	妄想	6	wang4xiang3	wàngxiǎng	wang,xiang	4,3	vainly hope; wishful thinking; delusion
命名	命名	6	ming4ming2	mìngmíng	ming,ming	4,2	give a name; to dub; christen; naming
事务	事務	6	shi4wu4	shìwù	shi,wu	4,4	affairs; work
解放	解放	6	jie3fang4	jiěfàng	jie,fang	3,4	liberate
司法	司法	6	si1fa3	sīfǎ	si,fa	1,3	judicial; (administration of) justice
谣言	謠言	6	yao2yan2	yáoyán	yao,yan	2,2	rumor
版本	版本	6	ban3ben3	bǎnběn	ban,ben	3,3	edition
报酬	報酬	6	bao4chou5	bàochou	bao,chou	4,5	reward; remuneration
动静	動靜	6	dong4jing4	dòngjìng	dong,jing	4,4	sound of activity; activity
着想	著想	6	zhuo2xiang3	zhuóxiǎng	zhuo,xiang	2,3	give consideration to; consider (other people's) needs
人性	人性	6	ren2xing4	rénxìng	ren,xing	2,4	human nature; humanity
丧失	喪失	6	sang4shi1	sàngshī	sang,shi	4,1	to lose; to forfeit
铺	鋪	6	pu4	pù	pu	4	bed; store
铺	鋪	6	pu1	pū	pu	1	to spread; to lay
辐射	輻射	6	fu2she4	fúshè	fu,she	2,4	radiation
粗鲁	粗魯	6	cu1lu3	cūlǔ	cu,lu	1,3	crude; coarse; rough; language
带领	帶領	6	dai4ling3	dàilǐng	dai,ling	4,3	to guide; to lead
挪	挪	6	nuo2	nuó	nuo	2	shift; move
迫不及待	迫不及待	6	po4bu4ji2dai4	pòbùjídài	po,bu,ji,dai	4,4,2,4	be too impatient to wait
潜水	潛水	6	qian2shui3	qiánshuǐ	qian,shui	2,3	go diving
光荣	光榮	6	guang1rong2	guāngróng	guang,rong	1,2	glory; honor
违背	違背	6	wei2bei4	wéibèi	wei,bei	2,4	violate; go against
挨	挨	6	ai1	āi	ai	1	get close to; in sequence
挨	挨	6	ai2	ái	ai	2	to suffer
遗产	遺產	6	yi2chan3	yíchǎn	yi,chan	2,3	heritage; legacy
瞬间	瞬間	6	shun4jian1	shùnjiān	shun,jian	4,1	in the twinkling of an eye; in an instant; momentary
正经	正經	6	zheng4jing5	zhèngjing	zheng,jing	4,5	decent; serious; standard; really
圈套	圈套	6	quan1tao4	quāntào	quan,tao	1,4	trap
看待	看待	6	kan4dai4	kàndài	kan,dai	4,4	look upon; regard
惊奇	驚奇	6	jing1qi2	jīngqí	jing,qi	1,2	amaze; astonished
人格	人格	6	ren2ge2	réngé	ren,ge	2,2	personality; moral integrity; character
珍贵	珍貴	6	zhen1gui4	zhēnguì	zhen,gui	1,4	precious
思维	思維	6	si1wei2	sīwéi	si,wei	1,2	(line) of thought; thinking
先进	先進	6	xian1jin4	xiānjìn	xian,jin	1,4	advanced (technology); to advance
级别	級別	6	ji2bie2	jíbié	ji,bie	2,2	rank; level; grade
竞赛	競賽	6	jing4sai4	jìngsài	jing,sai	4,4	race; contest; competition
真理	真理	6	zhen1li3	zhēnlǐ	zhen,li	1,3	truth
垫	墊	6	dian4	diàn	dian	4	cushion; to pad; pay for somebody and expect to be repaid
革命	革命	6	ge2ming4	gémìng	ge,ming	2,4	revolution; revolutionary (politics); cause great social change; rise in revolt; take part in revolution
